date,interval,interval_start,line_key,channel,contacts,on_phone_required,rostered_required,service_level,occupancy,binding_constraint
2026-08-17,33,16:30,operations.voice,voice,20.26,6.0,8.31,0.8096,0.6182,service_level
2026-08-17,34,17:00,operations.voice,voice,17.06,6.0,8.31,0.9027,0.5206,service_level
2026-08-17,35,17:30,operations.voice,voice,15.09,5.0,6.92,0.8415,0.5526,service_level
2026-08-17,36,18:00,operations.voice,voice,13.91,5.0,6.92,0.8803,0.5095,service_level
2026-08-17,37,18:30,operations.voice,voice,12.93,5.0,6.92,0.9076,0.4735,service_level
2026-08-17,38,19:00,operations.voice,voice,11.72,4.0,5.54,0.8108,0.5364,service_level
2026-08-17,39,19:30,operations.voice,voice,10.15,4.0,5.54,0.8762,0.4646,service_level
2026-08-17,40,20:00,operations.voice,voice,8.35,4.0,5.54,0.9318,0.3824,service_level
2026-08-17,41,20:30,operations.voice,voice,6.58,3.0,4.15,0.8721,0.4017,service_level
2026-08-17,42,21:00,operations.voice,voice,5.05,3.0,4.15,0.9339,0.3084,service_level
2026-08-17,43,21:30,operations.voice,voice,3.89,2.0,2.77,0.8273,0.3558,service_level
2026-08-17,44,22:00,operations.voice,voice,3.09,2.0,2.77,0.8855,0.2831,service_level
2026-08-17,45,22:30,operations.voice,voice,2.61,2.0,2.77,0.9161,0.2387,service_level
2026-08-17,46,23:00,operations.voice,voice,2.34,2.0,2.77,0.9313,0.2142,service_level
2026-08-17,47,23:30,operations.voice,voice,2.21,2.0,2.77,0.9384,0.202,service_level
2026-08-18,0,00:00,operations.voice,voice,1.98,2.0,2.77,0.9494,0.1816,service_level
2026-08-18,1,00:30,operations.voice,voice,1.98,2.0,2.77,0.9494,0.1816,service_level
2026-08-18,2,01:00,operations.voice,voice,1.98,2.0,2.77,0.9494,0.1816,service_level
2026-08-18,3,01:30,operations.voice,voice,1.98,2.0,2.77,0.9494,0.1816,service_level
2026-08-18,4,02:00,operations.voice,voice,1.98,2.0,2.77,0.9494,0.1816,service_level
2026-08-18,5,02:30,operations.voice,voice,1.98,2.0,2.77,0.9494,0.1816,service_level
2026-08-18,6,03:00,operations.voice,voice,1.98,2.0,2.77,0.9494,0.1816,service_level
2026-08-18,7,03:30,operations.voice,voice,1.98,2.0,2.77,0.9494,0.1817,service_level
2026-08-18,8,04:00,operations.voice,voice,1.99,2.0,2.77,0.9492,0.1821,service_level
2026-08-18,9,04:30,operations.voice,voice,2.03,2.0,2.77,0.9474,0.1855,service_level
2026-08-18,10,05:00,operations.voice,voice,2.29,2.0,2.77,0.9338,0.2099,service_level
2026-08-18,11,05:30,operations.voice,voice,3.51,2.0,2.77,0.8557,0.3218,service_level
2026-08-18,12,06:00,operations.voice,voice,6.97,3.0,4.15,0.8529,0.4254,service_level
2026-08-18,13,06:30,operations.voice,voice,12.66,5.0,6.92,0.9143,0.4638,service_level
2026-08-18,14,07:00,operations.voice,voice,17.58,6.0,8.31,0.8901,0.5366,service_level
2026-08-18,15,07:30,operations.voice,voice,19.37,6.0,8.31,0.8393,0.5914,service_level
2026-08-18,16,08:00,operations.voice,voice,20.67,7.0,9.69,0.912,0.5406,service_level
2026-08-18,17,08:30,operations.voice,voice,25.0,8.0,11.07,0.9086,0.5722,service_level
2026-08-18,18,09:00,operations.voice,voice,31.63,9.0,12.46,0.8632,0.6435,service_level
2026-08-18,19,09:30,operations.voice,voice,36.99,10.0,13.84,0.8447,0.6773,service_level
2026-08-18,20,10:00,operations.voice,voice,38.23,10.0,13.84,0.815,0.7001,service_level
2026-08-18,21,10:30,operations.voice,voice,34.86,10.0,13.84,0.8874,0.6384,service_level
2026-08-18,22,11:00,operations.voice,voice,28.5,8.0,11.07,0.8299,0.6523,service_level
2026-08-18,23,11:30,operations.voice,voice,21.03,7.0,9.69,0.9047,0.5503,service_level
2026-08-18,24,12:00,operations.voice,voice,13.38,5.0,6.92,0.8956,0.4901,service_level
2026-08-18,25,12:30,operations.voice,voice,9.15,4.0,5.54,0.9097,0.4188,service_level
2026-08-18,26,13:00,operations.voice,voice,13.67,5.0,6.92,0.8874,0.5007,service_level
2026-08-18,27,13:30,operations.voice,voice,23.23,7.0,9.69,0.8529,0.6077,service_level
2026-08-18,28,14:00,operations.voice,voice,30.01,9.0,12.46,0.8955,0.6107,service_level
2026-08-18,29,14:30,operations.voice,voice,32.23,9.0,12.46,0.8495,0.6558,service_level
2026-08-18,30,15:00,operations.voice,voice,31.03,9.0,12.46,0.8757,0.6315,service_level
2026-08-18,31,15:30,operations.voice,voice,27.58,8.0,11.07,0.8539,0.6313,service_level
2026-08-18,32,16:00,operations.voice,voice,23.17,7.0,9.69,0.8545,0.6061,service_level
2026-08-18,33,16:30,operations.voice,voice,19.08,6.0,8.31,0.8486,0.5822,service_level
2026-08-18,34,17:00,operations.voice,voice,16.06,5.0,6.92,0.8041,0.5883,service_level
2026-08-18,35,17:30,operations.voice,voice,14.21,5.0,6.92,0.8711,0.5204,service_level
2026-08-18,36,18:00,operations.voice,voice,13.1,5.0,6.92,0.9032,0.4798,service_level
2026-08-18,37,18:30,operations.voice,voice,12.18,5.0,6.92,0.9256,0.446,service_level
2026-08-18,38,19:00,operations.voice,voice,11.03,4.0,5.54,0.8412,0.5052,service_level
2026-08-18,39,19:30,operations.voice,voice,9.56,4.0,5.54,0.8967,0.4375,service_level
2026-08-18,40,20:00,operations.voice,voice,7.87,3.0,4.15,0.8034,0.4802,service_level
2026-08-18,41,20:30,operations.voice,voice,6.2,3.0,4.15,0.8896,0.3784,service_level
2026-08-18,42,21:00,operations.voice,voice,4.76,3.0,4.15,0.9433,0.2904,service_level
2026-08-18,43,21:30,operations.voice,voice,3.66,2.0,2.77,0.8449,0.3351,service_level
2026-08-18,44,22:00,operations.voice,voice,2.91,2.0,2.77,0.8973,0.2666,service_level
2026-08-18,45,22:30,operations.voice,voice,2.46,2.0,2.77,0.9249,0.2248,service_level
2026-08-18,46,23:00,operations.voice,voice,2.2,2.0,2.77,0.9385,0.2018,service_level
2026-08-18,47,23:30,operations.voice,voice,2.08,2.0,2.77,0.9449,0.1903,service_level
2026-08-19,0,00:00,operations.voice,voice,1.96,2.0,2.77,0.9506,0.1793,service_level
2026-08-19,1,00:30,operations.voice,voice,1.96,2.0,2.77,0.9506,0.1793,service_level
2026-08-19,2,01:00,operations.voice,voice,1.96,2.0,2.77,0.9506,0.1793,service_level
2026-08-19,3,01:30,operations.voice,voice,1.96,2.0,2.77,0.9506,0.1793,service_level
2026-08-19,4,02:00,operations.voice,voice,1.96,2.0,2.77,0.9506,0.1793,service_level
2026-08-19,5,02:30,operations.voice,voice,1.96,2.0,2.77,0.9506,0.1793,service_level
2026-08-19,6,03:00,operations.voice,voice,1.96,2.0,2.77,0.9506,0.1793,service_level
2026-08-19,7,03:30,operations.voice,voice,1.96,2.0,2.77,0.9506,0.1794,service_level
2026-08-19,8,04:00,operations.voice,voice,1.96,2.0,2.77,0.9504,0.1797,service_level
2026-08-19,9,04:30,operations.voice,voice,2.0,2.0,2.77,0.9487,0.1831,service_level
2026-08-19,10,05:00,operations.voice,voice,2.26,2.0,2.77,0.9354,0.2072,service_level
2026-08-19,11,05:30,operations.voice,voice,3.47,2.0,2.77,0.859,0.3177,service_level
2026-08-19,12,06:00,operations.voice,voice,6.88,3.0,4.15,0.8575,0.42,service_level
2026-08-19,13,06:30,operations.voice,voice,12.5,5.0,6.92,0.9182,0.4578,service_level
2026-08-19,14,07:00,operations.voice,voice,17.35,6.0,8.31,0.8956,0.5297,service_level
2026-08-19,15,07:30,operations.voice,voice,19.13,6.0,8.31,0.8471,0.5838,service_level
2026-08-19,16,08:00,operations.voice,voice,20.4,6.0,8.31,0.8044,0.6226,service_level
2026-08-19,17,08:30,operations.voice,voice,24.68,7.0,9.69,0.8101,0.6456,service_level
2026-08-19,18,09:00,operations.voice,voice,31.22,9.0,12.46,0.8719,0.6353,service_level
2026-08-19,19,09:30,operations.voice,voice,36.51,10.0,13.84,0.8551,0.6686,service_level
2026-08-19,20,10:00,operations.voice,voice,37.74,10.0,13.84,0.8272,0.6911,service_level
2026-08-19,21,10:30,operations.voice,voice,34.41,10.0,13.84,0.8952,0.6302,service_level
2026-08-19,22,11:00,operations.voice,voice,28.13,8.0,11.07,0.8398,0.6439,service_level
2026-08-19,23,11:30,operations.voice,voice,20.76,7.0,9.69,0.9101,0.5432,service_level
2026-08-19,24,12:00,operations.voice,voice,13.21,5.0,6.92,0.9003,0.4838,service_level
2026-08-19,25,12:30,operations.voice,voice,9.03,4.0,5.54,0.9132,0.4134,service_level
2026-08-19,26,13:00,operations.voice,voice,13.49,5.0,6.92,0.8925,0.4942,service_level
2026-08-19,27,13:30,operations.voice,voice,22.93,7.0,9.69,0.8609,0.5999,service_level
2026-08-19,28,14:00,operations.voice,voice,29.62,9.0,12.46,0.9023,0.6028,service_level
2026-08-19,29,14:30,operations.voice,voice,31.82,9.0,12.46,0.859,0.6474,service_level
2026-08-19,30,15:00,operations.voice,voice,30.63,9.0,12.46,0.8837,0.6234,service_level
2026-08-19,31,15:30,operations.voice,voice,27.22,8.0,11.07,0.8625,0.6232,service_level
2026-08-19,32,16:00,operations.voice,voice,22.87,7.0,9.69,0.8624,0.5983,service_level
2026-08-19,33,16:30,operations.voice,voice,18.83,6.0,8.31,0.856,0.5748,service_level
2026-08-19,34,17:00,operations.voice,voice,15.86,5.0,6.92,0.8124,0.5808,service_level
2026-08-19,35,17:30,operations.voice,voice,14.03,5.0,6.92,0.8768,0.5137,service_level
2026-08-19,36,18:00,operations.voice,voice,12.93,5.0,6.92,0.9076,0.4737,service_level
2026-08-19,37,18:30,operations.voice,voice,12.02,5.0,6.92,0.929,0.4402,service_level
2026-08-19,38,19:00,operations.voice,voice,10.89,4.0,5.54,0.8471,0.4987,service_level
2026-08-19,39,19:30,operations.voice,voice,9.43,4.0,5.54,0.9007,0.4319,service_level
2026-08-19,40,20:00,operations.voice,voice,7.77,3.0,4.15,0.8094,0.4741,service_level
2026-08-19,41,20:30,operations.voice,voice,6.12,3.0,4.15,0.8931,0.3735,service_level
2026-08-19,42,21:00,operations.voice,voice,4.7,3.0,4.15,0.9451,0.2867,service_level
2026-08-19,43,21:30,operations.voice,voice,3.61,2.0,2.77,0.8484,0.3308,service_level
2026-08-19,44,22:00,operations.voice,voice,2.87,2.0,2.77,0.8997,0.2632,service_level
2026-08-19,45,22:30,operations.voice,voice,2.42,2.0,2.77,0.9266,0.222,service_level
2026-08-19,46,23:00,operations.voice,voice,2.18,2.0,2.77,0.94,0.1992,service_level
2026-08-19,47,23:30,operations.voice,voice,2.05,2.0,2.77,0.9462,0.1878,service_level
2026-08-20,0,00:00,operations.voice,voice,1.94,2.0,2.77,0.9514,0.1778,service_level
2026-08-20,1,00:30,operations.voice,voice,1.94,2.0,2.77,0.9514,0.1778,service_level
2026-08-20,2,01:00,operations.voice,voice,1.94,2.0,2.77,0.9514,0.1778,service_level
2026-08-20,3,01:30,operations.voice,voice,1.94,2.0,2.77,0.9514,0.1778,service_level
2026-08-20,4,02:00,operations.voice,voice,1.94,2.0,2.77,0.9514,0.1778,service_level
2026-08-20,5,02:30,operations.voice,voice,1.94,2.0,2.77,0.9514,0.1778,service_level
2026-08-20,6,03:00,operations.voice,voice,1.94,2.0,2.77,0.9514,0.1778,service_level
2026-08-20,7,03:30,operations.voice,voice,1.94,2.0,2.77,0.9514,0.1779,service_level
2026-08-20,8,04:00,operations.voice,voice,1.95,2.0,2.77,0.9512,0.1782,service_level
2026-08-20,9,04:30,operations.voice,voice,1.98,2.0,2.77,0.9494,0.1816,service_level
2026-08-20,10,05:00,operations.voice,voice,2.24,2.0,2.77,0.9364,0.2055,service_level
2026-08-20,11,05:30,operations.voice,voice,3.44,2.0,2.77,0.8611,0.3151,service_level
2026-08-20,12,06:00,operations.voice,voice,6.82,3.0,4.15,0.8603,0.4166,service_level
2026-08-20,13,06:30,operations.voice,voice,12.4,5.0,6.92,0.9206,0.4541,service_level
2026-08-20,14,07:00,operations.voice,voice,17.21,6.0,8.31,0.899,0.5254,service_level
2026-08-20,15,07:30,operations.voice,voice,18.97,6.0,8.31,0.8519,0.579,service_level
2026-08-20,16,08:00,operations.voice,voice,20.23,6.0,8.31,0.8104,0.6176,service_level
2026-08-20,17,08:30,operations.voice,voice,24.47,7.0,9.69,0.8164,0.6403,service_level
2026-08-20,18,09:00,operations.voice,voice,30.97,9.0,12.46,0.8771,0.6301,service_level
2026-08-20,19,09:30,operations.voice,voice,36.21,10.0,13.84,0.8614,0.6632,service_level
2026-08-20,20,10:00,operations.voice,voice,37.43,10.0,13.84,0.8345,0.6855,service_level
2026-08-20,21,10:30,operations.voice,voice,34.13,9.0,12.46,0.8003,0.6945,service_level
2026-08-20,22,11:00,operations.voice,voice,27.9,8.0,11.07,0.8457,0.6387,service_level
2026-08-20,23,11:30,operations.voice,voice,20.59,7.0,9.69,0.9133,0.5388,service_level
2026-08-20,24,12:00,operations.voice,voice,13.1,5.0,6.92,0.9032,0.4798,service_level
2026-08-20,25,12:30,operations.voice,voice,8.96,4.0,5.54,0.9154,0.41,service_level
2026-08-20,26,13:00,operations.voice,voice,13.38,5.0,6.92,0.8955,0.4902,service_level
2026-08-20,27,13:30,operations.voice,voice,22.74,7.0,9.69,0.8657,0.595,service_level
2026-08-20,28,14:00,operations.voice,voice,29.38,8.0,11.07,0.8044,0.6726,service_level
2026-08-20,29,14:30,operations.voice,voice,31.56,9.0,12.46,0.8647,0.6421,service_level
2026-08-20,30,15:00,operations.voice,voice,30.38,9.0,12.46,0.8885,0.6183,service_level
2026-08-20,31,15:30,operations.voice,voice,27.0,8.0,11.07,0.8677,0.6181,service_level
2026-08-20,32,16:00,operations.voice,voice,22.68,7.0,9.69,0.8672,0.5934,service_level
2026-08-20,33,16:30,operations.voice,voice,18.68,6.0,8.31,0.8605,0.5701,service_level
2026-08-20,34,17:00,operations.voice,voice,15.73,5.0,6.92,0.8175,0.576,service_level
2026-08-20,35,17:30,operations.voice,voice,13.91,5.0,6.92,0.8803,0.5096,service_level
2026-08-20,36,18:00,operations.voice,voice,12.83,5.0,6.92,0.9102,0.4698,service_level
2026-08-20,37,18:30,operations.voice,voice,11.92,4.0,5.54,0.8011,0.5458,service_level
2026-08-20,38,19:00,operations.voice,voice,10.8,4.0,5.54,0.8508,0.4946,service_level
2026-08-20,39,19:30,operations.voice,voice,9.36,4.0,5.54,0.9031,0.4284,service_level
2026-08-20,40,20:00,operations.voice,voice,7.7,3.0,4.15,0.813,0.4702,service_level
2026-08-20,41,20:30,operations.voice,voice,6.07,3.0,4.15,0.8952,0.3704,service_level
2026-08-20,42,21:00,operations.voice,voice,4.66,3.0,4.15,0.9463,0.2844,service_level
2026-08-20,43,21:30,operations.voice,voice,3.58,2.0,2.77,0.8506,0.3281,service_level
2026-08-20,44,22:00,operations.voice,voice,2.85,2.0,2.77,0.9012,0.2611,service_level
2026-08-20,45,22:30,operations.voice,voice,2.4,2.0,2.77,0.9277,0.2201,service_level
2026-08-20,46,23:00,operations.voice,voice,2.16,2.0,2.77,0.9409,0.1975,service_level
2026-08-20,47,23:30,operations.voice,voice,2.03,2.0,2.77,0.947,0.1863,service_level
2026-08-21,0,00:00,operations.voice,voice,2.04,2.0,2.77,0.9465,0.1872,service_level
2026-08-21,1,00:30,operations.voice,voice,2.04,2.0,2.77,0.9465,0.1872,service_level
2026-08-21,2,01:00,operations.voice,voice,2.04,2.0,2.77,0.9465,0.1872,service_level
2026-08-21,3,01:30,operations.voice,voice,2.04,2.0,2.77,0.9465,0.1872,service_level
2026-08-21,4,02:00,operations.voice,voice,2.04,2.0,2.77,0.9465,0.1872,service_level
2026-08-21,5,02:30,operations.voice,voice,2.04,2.0,2.77,0.9465,0.1872,service_level
2026-08-21,6,03:00,operations.voice,voice,2.04,2.0,2.77,0.9465,0.1872,service_level
2026-08-21,7,03:30,operations.voice,voice,2.05,2.0,2.77,0.9465,0.1873,service_level
2026-08-21,8,04:00,operations.voice,voice,2.05,2.0,2.77,0.9463,0.1876,service_level
2026-08-21,9,04:30,operations.voice,voice,2.09,2.0,2.77,0.9444,0.1912,service_level
2026-08-21,10,05:00,operations.voice,voice,2.36,2.0,2.77,0.93,0.2163,service_level
2026-08-21,11,05:30,operations.voice,voice,3.62,2.0,2.77,0.8477,0.3316,service_level
2026-08-21,12,06:00,operations.voice,voice,7.18,3.0,4.15,0.8418,0.4385,service_level
2026-08-21,13,06:30,operations.voice,voice,13.05,5.0,6.92,0.9045,0.478,service_level
2026-08-21,14,07:00,operations.voice,voice,18.12,6.0,8.31,0.8762,0.553,service_level
2026-08-21,15,07:30,operations.voice,voice,19.97,6.0,8.31,0.8196,0.6095,service_level
2026-08-21,16,08:00,operations.voice,voice,21.3,7.0,9.69,0.8993,0.5572,service_level
2026-08-21,17,08:30,operations.voice,voice,25.76,8.0,11.07,0.8942,0.5897,service_level
2026-08-21,18,09:00,operations.voice,voice,32.59,9.0,12.46,0.8408,0.6632,service_level
2026-08-21,19,09:30,operations.voice,voice,38.12,10.0,13.84,0.8179,0.698,service_level
2026-08-21,20,10:00,operations.voice,voice,39.4,11.0,15.23,0.8864,0.6559,service_level
2026-08-21,21,10:30,operations.voice,voice,35.93,10.0,13.84,0.8672,0.6579,service_level
2026-08-21,22,11:00,operations.voice,voice,29.37,8.0,11.07,0.8048,0.6723,service_level
2026-08-21,23,11:30,operations.voice,voice,21.68,7.0,9.69,0.8911,0.5671,service_level
2026-08-21,24,12:00,operations.voice,voice,13.79,5.0,6.92,0.8839,0.5051,service_level
2026-08-21,25,12:30,operations.voice,voice,9.43,4.0,5.54,0.9009,0.4316,service_level
2026-08-21,26,13:00,operations.voice,voice,14.09,5.0,6.92,0.8749,0.516,service_level
2026-08-21,27,13:30,operations.voice,voice,23.94,7.0,9.69,0.8328,0.6263,service_level
2026-08-21,28,14:00,operations.voice,voice,30.93,9.0,12.46,0.8779,0.6293,service_level
2026-08-21,29,14:30,operations.voice,voice,33.22,9.0,12.46,0.8251,0.6759,service_level
2026-08-21,30,15:00,operations.voice,voice,31.98,9.0,12.46,0.8552,0.6508,service_level
2026-08-21,31,15:30,operations.voice,voice,28.42,8.0,11.07,0.832,0.6506,service_level
2026-08-21,32,16:00,operations.voice,voice,23.88,7.0,9.69,0.8346,0.6247,service_level
2026-08-21,33,16:30,operations.voice,voice,19.66,6.0,8.31,0.83,0.6001,service_level
2026-08-21,34,17:00,operations.voice,voice,16.55,6.0,8.31,0.9137,0.5053,service_level
2026-08-21,35,17:30,operations.voice,voice,14.64,5.0,6.92,0.8569,0.5364,service_level
2026-08-21,36,18:00,operations.voice,voice,13.5,5.0,6.92,0.8923,0.4945,service_level
2026-08-21,37,18:30,operations.voice,voice,12.55,5.0,6.92,0.917,0.4596,service_level
2026-08-21,38,19:00,operations.voice,voice,11.37,4.0,5.54,0.8266,0.5206,service_level
2026-08-21,39,19:30,operations.voice,voice,9.85,4.0,5.54,0.8868,0.4509,service_level
2026-08-21,40,20:00,operations.voice,voice,8.11,4.0,5.54,0.9379,0.3712,service_level
2026-08-21,41,20:30,operations.voice,voice,6.39,3.0,4.15,0.8811,0.3899,service_level
2026-08-21,42,21:00,operations.voice,voice,4.9,3.0,4.15,0.9387,0.2993,service_level
2026-08-21,43,21:30,operations.voice,voice,3.77,2.0,2.77,0.8363,0.3453,service_level
2026-08-21,44,22:00,operations.voice,voice,3.0,2.0,2.77,0.8915,0.2748,service_level
2026-08-21,45,22:30,operations.voice,voice,2.53,2.0,2.77,0.9206,0.2317,service_level
2026-08-21,46,23:00,operations.voice,voice,2.27,2.0,2.77,0.935,0.2079,service_level
2026-08-21,47,23:30,operations.voice,voice,2.14,2.0,2.77,0.9417,0.1961,service_level
2026-08-22,0,00:00,operations.voice,voice,1.81,2.0,2.77,0.9573,0.166,service_level
2026-08-22,1,00:30,operations.voice,voice,1.81,2.0,2.77,0.9573,0.166,service_level
2026-08-22,2,01:00,operations.voice,voice,1.81,2.0,2.77,0.9573,0.166,service_level
2026-08-22,3,01:30,operations.voice,voice,1.81,2.0,2.77,0.9573,0.166,service_level
2026-08-22,4,02:00,operations.voice,voice,1.81,2.0,2.77,0.9573,0.166,service_level
2026-08-22,5,02:30,operations.voice,voice,1.81,2.0,2.77,0.9573,0.166,service_level
2026-08-22,6,03:00,operations.voice,voice,1.81,2.0,2.77,0.9573,0.166,service_level
2026-08-22,7,03:30,operations.voice,voice,1.81,2.0,2.77,0.9573,0.1661,service_level
2026-08-22,8,04:00,operations.voice,voice,1.82,2.0,2.77,0.9571,0.1664,service_level
2026-08-22,9,04:30,operations.voice,voice,1.85,2.0,2.77,0.9556,0.1695,service_level
2026-08-22,10,05:00,operations.voice,voice,2.1,2.0,2.77,0.944,0.1918,service_level
2026-08-22,11,05:30,operations.voice,voice,3.21,2.0,2.77,0.8773,0.2941,service_level
2026-08-22,12,06:00,operations.voice,voice,6.37,3.0,4.15,0.8819,0.3888,service_level
2026-08-22,13,06:30,operations.voice,voice,11.57,4.0,5.54,0.8175,0.5299,service_level
2026-08-22,14,07:00,operations.voice,voice,16.07,5.0,6.92,0.8039,0.5885,service_level
2026-08-22,15,07:30,operations.voice,voice,17.71,6.0,8.31,0.8869,0.5405,service_level
2026-08-22,16,08:00,operations.voice,voice,18.89,6.0,8.31,0.8543,0.5765,service_level
2026-08-22,17,08:30,operations.voice,voice,22.85,7.0,9.69,0.863,0.5977,service_level
2026-08-22,18,09:00,operations.voice,voice,28.9,8.0,11.07,0.8185,0.6617,service_level
2026-08-22,19,09:30,operations.voice,voice,33.8,9.0,12.46,0.8094,0.6878,service_level
2026-08-22,20,10:00,operations.voice,voice,34.94,10.0,13.84,0.886,0.6398,service_level
2026-08-22,21,10:30,operations.voice,voice,31.86,9.0,12.46,0.858,0.6483,service_level
2026-08-22,22,11:00,operations.voice,voice,26.04,8.0,11.07,0.8885,0.5962,service_level
2026-08-22,23,11:30,operations.voice,voice,19.22,6.0,8.31,0.8441,0.5867,service_level
2026-08-22,24,12:00,operations.voice,voice,12.23,5.0,6.92,0.9244,0.4479,service_level
2026-08-22,25,12:30,operations.voice,voice,8.36,4.0,5.54,0.9317,0.3827,service_level
2026-08-22,26,13:00,operations.voice,voice,12.49,5.0,6.92,0.9183,0.4576,service_level
2026-08-22,27,13:30,operations.voice,voice,21.23,7.0,9.69,0.9007,0.5554,service_level
2026-08-22,28,14:00,operations.voice,voice,27.43,8.0,11.07,0.8575,0.6279,service_level
2026-08-22,29,14:30,operations.voice,voice,29.46,8.0,11.07,0.8022,0.6743,service_level
2026-08-22,30,15:00,operations.voice,voice,28.36,8.0,11.07,0.8336,0.6493,service_level
2026-08-22,31,15:30,operations.voice,voice,25.2,8.0,11.07,0.9049,0.5769,service_level
2026-08-22,32,16:00,operations.voice,voice,21.17,7.0,9.69,0.9018,0.5539,service_level
2026-08-22,33,16:30,operations.voice,voice,17.43,6.0,8.31,0.8937,0.5321,service_level
2026-08-22,34,17:00,operations.voice,voice,14.68,5.0,6.92,0.8557,0.5377,service_level
2026-08-22,35,17:30,operations.voice,voice,12.99,5.0,6.92,0.9062,0.4757,service_level
2026-08-22,36,18:00,operations.voice,voice,11.97,5.0,6.92,0.93,0.4385,service_level
2026-08-22,37,18:30,operations.voice,voice,11.13,4.0,5.54,0.8372,0.5095,service_level
2026-08-22,38,19:00,operations.voice,voice,10.08,4.0,5.54,0.8785,0.4617,service_level
2026-08-22,39,19:30,operations.voice,voice,8.73,4.0,5.54,0.9217,0.3999,service_level
2026-08-22,40,20:00,operations.voice,voice,7.19,3.0,4.15,0.8414,0.4389,service_level
2026-08-22,41,20:30,operations.voice,voice,5.66,3.0,4.15,0.9117,0.3458,service_level
2026-08-22,42,21:00,operations.voice,voice,4.35,3.0,4.15,0.955,0.2654,service_level
2026-08-22,43,21:30,operations.voice,voice,3.34,2.0,2.77,0.868,0.3062,service_level
2026-08-22,44,22:00,operations.voice,voice,2.66,2.0,2.77,0.9129,0.2437,service_level
2026-08-22,45,22:30,operations.voice,voice,2.24,2.0,2.77,0.9364,0.2055,service_level
2026-08-22,46,23:00,operations.voice,voice,2.01,2.0,2.77,0.948,0.1844,service_level
2026-08-22,47,23:30,operations.voice,voice,1.9,2.0,2.77,0.9534,0.1739,service_level
2026-08-23,0,00:00,operations.voice,voice,1.71,2.0,2.77,0.9619,0.1561,service_level
2026-08-23,1,00:30,operations.voice,voice,1.71,2.0,2.77,0.9619,0.1561,service_level
2026-08-23,2,01:00,operations.voice,voice,1.71,2.0,2.77,0.9619,0.1561,service_level
2026-08-23,3,01:30,operations.voice,voice,1.71,2.0,2.77,0.9619,0.1561,service_level
2026-08-23,4,02:00,operations.voice,voice,1.71,2.0,2.77,0.9619,0.1561,service_level
2026-08-23,5,02:30,operations.voice,voice,1.71,2.0,2.77,0.9619,0.1561,service_level
2026-08-23,6,03:00,operations.voice,voice,1.71,2.0,2.77,0.9619,0.1561,service_level
2026-08-23,7,03:30,operations.voice,voice,1.71,2.0,2.77,0.9619,0.1562,service_level
2026-08-23,8,04:00,operations.voice,voice,1.71,2.0,2.77,0.9618,0.1565,service_level
2026-08-23,9,04:30,operations.voice,voice,1.74,2.0,2.77,0.9604,0.1595,service_level
2026-08-23,10,05:00,operations.voice,voice,1.97,2.0,2.77,0.9501,0.1804,service_level
2026-08-23,11,05:30,operations.voice,voice,3.02,2.0,2.77,0.8902,0.2766,service_level
2026-08-23,12,06:00,operations.voice,voice,5.99,3.0,4.15,0.8985,0.3657,service_level
2026-08-23,13,06:30,operations.voice,voice,10.88,4.0,5.54,0.8475,0.4983,service_level
2026-08-23,14,07:00,operations.voice,voice,15.11,5.0,6.92,0.8407,0.5535,service_level
2026-08-23,15,07:30,operations.voice,voice,16.65,6.0,8.31,0.9116,0.5083,service_level
2026-08-23,16,08:00,operations.voice,voice,17.76,6.0,8.31,0.8855,0.5422,service_level
2026-08-23,17,08:30,operations.voice,voice,21.49,7.0,9.69,0.8953,0.5621,service_level
2026-08-23,18,09:00,operations.voice,voice,27.18,8.0,11.07,0.8634,0.6223,service_level
2026-08-23,19,09:30,operations.voice,voice,31.79,9.0,12.46,0.8595,0.6469,service_level
2026-08-23,20,10:00,operations.voice,voice,32.86,9.0,12.46,0.8342,0.6686,service_level
2026-08-23,21,10:30,operations.voice,voice,29.96,9.0,12.46,0.8963,0.6097,service_level
2026-08-23,22,11:00,operations.voice,voice,24.49,7.0,9.69,0.8158,0.6408,service_level
2026-08-23,23,11:30,operations.voice,voice,18.08,6.0,8.31,0.8772,0.5518,service_level
2026-08-23,24,12:00,operations.voice,voice,11.5,4.0,5.54,0.8208,0.5265,service_level
2026-08-23,25,12:30,operations.voice,voice,7.86,3.0,4.15,0.8037,0.4799,service_level
2026-08-23,26,13:00,operations.voice,voice,11.75,4.0,5.54,0.8093,0.538,service_level
2026-08-23,27,13:30,operations.voice,voice,19.97,6.0,8.31,0.8197,0.6094,service_level
2026-08-23,28,14:00,operations.voice,voice,25.8,8.0,11.07,0.8936,0.5905,service_level
2026-08-23,29,14:30,operations.voice,voice,27.7,8.0,11.07,0.8507,0.6342,service_level
2026-08-23,30,15:00,operations.voice,voice,26.67,8.0,11.07,0.8751,0.6106,service_level
2026-08-23,31,15:30,operations.voice,voice,23.7,7.0,9.69,0.8396,0.6201,service_level
2026-08-23,32,16:00,operations.voice,voice,19.91,6.0,8.31,0.8215,0.6078,service_level
2026-08-23,33,16:30,operations.voice,voice,16.4,6.0,8.31,0.917,0.5005,service_level
2026-08-23,34,17:00,operations.voice,voice,13.81,5.0,6.92,0.8834,0.5057,service_level
2026-08-23,35,17:30,operations.voice,voice,12.21,5.0,6.92,0.9248,0.4473,service_level
