date,line_key,queue,channel,welsh_language,weekday,is_bank_holiday,offered,handled,abandoned,aht_seconds,service_level_attained,workload_hours
2025-12-25,metering.voice,Metering,voice,False,3,True,0.0,0.0,0.0,408.5,0.7833,0.0
2025-12-26,metering.voice,Metering,voice,False,4,True,0.0,0.0,0.0,417.0,0.8108,0.0
2025-12-27,metering.voice,Metering,voice,False,5,False,134.0,131.0,3.0,405.0,0.7934,14.738
2025-12-28,metering.voice,Metering,voice,False,6,False,53.0,51.0,2.0,406.2,0.801,5.755
2025-12-29,metering.voice,Metering,voice,False,0,False,252.0,244.0,8.0,435.6,0.8228,29.523
2025-12-30,metering.voice,Metering,voice,False,1,False,228.0,219.0,9.0,422.3,0.7982,25.688
2025-12-31,metering.voice,Metering,voice,False,2,False,219.0,213.0,6.0,431.0,0.8754,25.5
2026-01-01,metering.voice,Metering,voice,False,3,True,0.0,0.0,0.0,417.7,0.7856,0.0
2026-01-02,metering.voice,Metering,voice,False,4,False,267.0,261.0,6.0,428.0,0.818,31.029
2026-01-03,metering.voice,Metering,voice,False,5,False,209.0,206.0,3.0,403.9,0.8245,23.112
2026-01-04,metering.voice,Metering,voice,False,6,False,96.0,94.0,2.0,409.5,0.8399,10.693
2026-01-05,metering.voice,Metering,voice,False,0,False,519.0,507.0,12.0,446.7,0.801,62.912
2026-01-06,metering.voice,Metering,voice,False,1,False,521.0,502.0,19.0,429.7,0.8033,59.922
2026-01-07,metering.voice,Metering,voice,False,2,False,496.0,488.0,8.0,413.4,0.8258,56.038
2026-01-08,metering.voice,Metering,voice,False,3,False,450.0,442.0,8.0,431.8,0.8484,53.018
2026-01-09,metering.voice,Metering,voice,False,4,False,433.0,419.0,14.0,418.6,0.9408,48.721
2026-01-10,metering.voice,Metering,voice,False,5,False,211.0,208.0,3.0,401.5,0.7743,23.199
2026-01-11,metering.voice,Metering,voice,False,6,False,97.0,95.0,2.0,400.1,0.8535,10.557
2026-01-12,metering.voice,Metering,voice,False,0,False,580.0,564.0,16.0,445.9,0.908,69.864
2026-01-13,metering.voice,Metering,voice,False,1,False,513.0,487.0,26.0,428.6,0.77,57.979
2026-01-14,metering.voice,Metering,voice,False,2,False,442.0,433.0,9.0,432.6,0.8178,52.028
2026-01-15,metering.voice,Metering,voice,False,3,False,467.0,453.0,14.0,418.1,0.7677,52.615
2026-01-16,metering.voice,Metering,voice,False,4,False,568.0,538.0,30.0,426.2,0.7886,63.688
2026-01-17,metering.voice,Metering,voice,False,5,False,259.0,250.0,9.0,416.5,0.8269,28.923
2026-01-18,metering.voice,Metering,voice,False,6,False,105.0,103.0,2.0,407.1,0.8722,11.648
2026-01-19,metering.voice,Metering,voice,False,0,False,492.0,485.0,7.0,436.0,0.8795,58.737
2026-01-20,metering.voice,Metering,voice,False,1,False,892.0,864.0,28.0,432.7,0.8214,103.842
2026-01-21,metering.voice,Metering,voice,False,2,False,724.0,710.0,14.0,413.5,0.8265,81.549
2026-01-22,metering.voice,Metering,voice,False,3,False,734.0,715.0,19.0,426.8,0.8581,84.763
2026-01-23,metering.voice,Metering,voice,False,4,False,642.0,630.0,12.0,432.6,0.8481,75.703
2026-01-24,metering.voice,Metering,voice,False,5,False,342.0,339.0,3.0,409.9,0.8678,38.6
2026-01-25,metering.voice,Metering,voice,False,6,False,155.0,152.0,3.0,402.0,0.7758,16.973
2026-01-26,metering.voice,Metering,voice,False,0,False,833.0,801.0,32.0,431.8,0.764,96.067
2026-01-27,metering.voice,Metering,voice,False,1,False,600.0,590.0,10.0,415.3,0.8755,68.057
2026-01-28,metering.voice,Metering,voice,False,2,False,558.0,540.0,18.0,427.2,0.7897,64.085
2026-01-29,metering.voice,Metering,voice,False,3,False,525.0,508.0,17.0,405.7,0.8362,57.251
2026-01-30,metering.voice,Metering,voice,False,4,False,506.0,484.0,22.0,428.3,0.8138,57.576
2026-01-31,metering.voice,Metering,voice,False,5,False,251.0,246.0,5.0,405.7,0.8735,27.726
2026-02-01,metering.voice,Metering,voice,False,6,False,132.0,125.0,7.0,410.8,0.7508,14.265
2026-02-02,metering.voice,Metering,voice,False,0,False,492.0,478.0,14.0,441.3,0.8939,58.595
2026-02-03,metering.voice,Metering,voice,False,1,False,495.0,480.0,15.0,431.3,0.8433,57.501
2026-02-04,metering.voice,Metering,voice,False,2,False,455.0,443.0,12.0,432.0,0.8112,53.161
2026-02-05,metering.voice,Metering,voice,False,3,False,464.0,453.0,11.0,424.0,0.8533,53.356
2026-02-06,metering.voice,Metering,voice,False,4,False,433.0,423.0,10.0,417.8,0.8376,49.094
2026-02-07,metering.voice,Metering,voice,False,5,False,257.0,248.0,9.0,414.0,0.8032,28.519
2026-02-08,metering.voice,Metering,voice,False,6,False,122.0,117.0,5.0,420.0,0.8953,13.65
2026-02-09,metering.voice,Metering,voice,False,0,False,535.0,522.0,13.0,439.3,0.8722,63.702
2026-02-10,metering.voice,Metering,voice,False,1,False,520.0,506.0,14.0,429.5,0.8298,60.367
2026-02-11,metering.voice,Metering,voice,False,2,False,488.0,471.0,17.0,409.7,0.8681,53.601
2026-02-12,metering.voice,Metering,voice,False,3,False,399.0,391.0,8.0,435.6,0.8373,47.312
2026-02-13,metering.voice,Metering,voice,False,4,False,503.0,486.0,17.0,424.7,0.7839,57.341
2026-02-14,metering.voice,Metering,voice,False,5,False,262.0,253.0,9.0,410.3,0.8394,28.834
2026-02-15,metering.voice,Metering,voice,False,6,False,104.0,103.0,1.0,415.4,0.8089,11.886
2026-02-16,metering.voice,Metering,voice,False,0,False,596.0,581.0,15.0,441.2,0.8393,71.201
2026-02-17,metering.voice,Metering,voice,False,1,False,566.0,546.0,20.0,432.3,0.7764,65.559
2026-02-18,metering.voice,Metering,voice,False,2,False,430.0,421.0,9.0,422.6,0.8413,49.419
2026-02-19,metering.voice,Metering,voice,False,3,False,447.0,435.0,12.0,417.9,0.8143,50.492
2026-02-20,metering.voice,Metering,voice,False,4,False,435.0,427.0,8.0,439.5,0.8678,52.13
2026-02-21,metering.voice,Metering,voice,False,5,False,247.0,241.0,6.0,410.7,0.8738,27.491
2026-02-22,metering.voice,Metering,voice,False,6,False,107.0,105.0,2.0,408.0,0.8771,11.901
2026-02-23,metering.voice,Metering,voice,False,0,False,573.0,559.0,14.0,436.7,0.7594,67.815
2026-02-24,metering.voice,Metering,voice,False,1,False,478.0,472.0,6.0,410.4,0.8791,53.806
2026-02-25,metering.voice,Metering,voice,False,2,False,484.0,467.0,17.0,420.9,0.8159,54.604
2026-02-26,metering.voice,Metering,voice,False,3,False,400.0,392.0,8.0,429.5,0.8342,46.765
2026-02-27,metering.voice,Metering,voice,False,4,False,557.0,527.0,30.0,423.4,0.771,61.986
2026-02-28,metering.voice,Metering,voice,False,5,False,220.0,216.0,4.0,404.2,0.9046,24.254
2026-03-01,metering.voice,Metering,voice,False,6,False,114.0,112.0,2.0,420.5,0.8559,13.083
2026-03-02,metering.voice,Metering,voice,False,0,False,611.0,589.0,22.0,444.4,0.8392,72.713
2026-03-03,metering.voice,Metering,voice,False,1,False,447.0,439.0,8.0,417.4,0.7543,50.894
2026-03-04,metering.voice,Metering,voice,False,2,False,531.0,508.0,23.0,421.2,0.8321,59.432
2026-03-05,metering.voice,Metering,voice,False,3,False,552.0,528.0,24.0,434.9,0.8094,63.784
2026-03-06,metering.voice,Metering,voice,False,4,False,519.0,501.0,18.0,431.6,0.843,60.059
2026-03-07,metering.voice,Metering,voice,False,5,False,199.0,195.0,4.0,411.6,0.8728,22.296
2026-03-08,metering.voice,Metering,voice,False,6,False,110.0,108.0,2.0,405.5,0.7814,12.166
2026-03-09,metering.voice,Metering,voice,False,0,False,590.0,574.0,16.0,447.1,0.8428,71.288
2026-03-10,metering.voice,Metering,voice,False,1,False,497.0,485.0,12.0,402.5,0.8292,54.221
2026-03-11,metering.voice,Metering,voice,False,2,False,469.0,457.0,12.0,430.4,0.8127,54.634
2026-03-12,metering.voice,Metering,voice,False,3,False,489.0,473.0,16.0,439.1,0.8986,57.687
2026-03-13,metering.voice,Metering,voice,False,4,False,580.0,558.0,22.0,433.3,0.7925,67.158
2026-03-14,metering.voice,Metering,voice,False,5,False,246.0,238.0,8.0,418.6,0.7665,27.673
2026-03-15,metering.voice,Metering,voice,False,6,False,112.0,110.0,2.0,397.8,0.8389,12.155
2026-03-16,metering.voice,Metering,voice,False,0,False,599.0,584.0,15.0,436.9,0.7846,70.867
2026-03-17,metering.voice,Metering,voice,False,1,False,559.0,542.0,17.0,417.2,0.8225,62.816
2026-03-18,metering.voice,Metering,voice,False,2,False,524.0,504.0,20.0,415.1,0.7696,58.113
2026-03-19,metering.voice,Metering,voice,False,3,False,538.0,514.0,24.0,431.0,0.9115,61.543
2026-03-20,metering.voice,Metering,voice,False,4,False,526.0,508.0,18.0,432.2,0.8583,60.989
2026-03-21,metering.voice,Metering,voice,False,5,False,255.0,249.0,6.0,413.4,0.8124,28.592
2026-03-22,metering.voice,Metering,voice,False,6,False,109.0,106.0,3.0,424.2,0.8174,12.491
2026-03-23,metering.voice,Metering,voice,False,0,False,610.0,593.0,17.0,433.9,0.7929,71.476
2026-03-24,metering.voice,Metering,voice,False,1,False,523.0,514.0,9.0,426.2,0.8257,60.852
2026-03-25,metering.voice,Metering,voice,False,2,False,525.0,508.0,17.0,430.9,0.8355,60.804
2026-03-26,metering.voice,Metering,voice,False,3,False,489.0,478.0,11.0,417.9,0.9053,55.483
2026-03-27,metering.voice,Metering,voice,False,4,False,591.0,565.0,26.0,438.3,0.7736,68.792
2026-03-28,metering.voice,Metering,voice,False,5,False,319.0,307.0,12.0,406.3,0.818,34.651
2026-03-29,metering.voice,Metering,voice,False,6,False,143.0,137.0,6.0,414.0,0.7716,15.754
2026-03-30,metering.voice,Metering,voice,False,0,False,701.0,670.0,31.0,461.1,0.7919,85.82
2026-03-31,metering.voice,Metering,voice,False,1,False,570.0,551.0,19.0,433.0,0.8105,66.27
2026-04-01,metering.voice,Metering,voice,False,2,False,540.0,528.0,12.0,426.3,0.8714,62.521
2026-04-02,metering.voice,Metering,voice,False,3,False,474.0,464.0,10.0,421.5,0.759,54.323
2026-04-03,metering.voice,Metering,voice,False,4,True,0.0,0.0,0.0,415.8,0.816,0.0
2026-04-04,metering.voice,Metering,voice,False,5,False,290.0,285.0,5.0,415.0,0.8966,32.852
2026-04-05,metering.voice,Metering,voice,False,6,False,178.0,172.0,6.0,429.3,0.8413,20.513
2026-04-06,metering.voice,Metering,voice,False,0,True,0.0,0.0,0.0,455.0,0.8253,0.0
2026-04-07,metering.voice,Metering,voice,False,1,False,790.0,778.0,12.0,440.7,0.8552,95.23
2026-04-08,metering.voice,Metering,voice,False,2,False,648.0,630.0,18.0,459.1,0.8707,80.34
2026-04-09,metering.voice,Metering,voice,False,3,False,765.0,724.0,41.0,428.5,0.7816,86.184
2026-04-10,metering.voice,Metering,voice,False,4,False,588.0,581.0,7.0,403.7,0.8396,65.157
2026-04-11,metering.voice,Metering,voice,False,5,False,251.0,243.0,8.0,422.4,0.8899,28.513
2026-04-12,metering.voice,Metering,voice,False,6,False,164.0,162.0,2.0,420.8,0.8337,18.935
2026-04-13,metering.voice,Metering,voice,False,0,False,809.0,785.0,24.0,463.5,0.9195,101.065
2026-04-14,metering.voice,Metering,voice,False,1,False,670.0,647.0,23.0,455.1,0.8876,81.8
2026-04-15,metering.voice,Metering,voice,False,2,False,476.0,468.0,8.0,435.6,0.8339,56.623
2026-04-16,metering.voice,Metering,voice,False,3,False,629.0,606.0,23.0,438.8,0.7974,73.866
2026-04-17,metering.voice,Metering,voice,False,4,False,566.0,551.0,15.0,422.1,0.8064,64.6
2026-04-18,metering.voice,Metering,voice,False,5,False,266.0,259.0,7.0,433.0,0.8702,31.153
2026-04-19,metering.voice,Metering,voice,False,6,False,161.0,159.0,2.0,428.1,0.7526,18.906
2026-04-20,metering.voice,Metering,voice,False,0,False,1458.0,1412.0,46.0,468.3,0.8063,183.681
2026-04-21,metering.voice,Metering,voice,False,1,False,1153.0,1124.0,29.0,444.1,0.7958,138.659
2026-04-22,metering.voice,Metering,voice,False,2,False,1021.0,995.0,26.0,438.2,0.8198,121.125
2026-04-23,metering.voice,Metering,voice,False,3,False,896.0,874.0,22.0,442.5,0.8455,107.441
2026-04-24,metering.voice,Metering,voice,False,4,False,853.0,836.0,17.0,430.5,0.7877,99.962
2026-04-25,metering.voice,Metering,voice,False,5,False,356.0,348.0,8.0,434.9,0.8377,42.042
2026-04-26,metering.voice,Metering,voice,False,6,False,182.0,177.0,5.0,413.4,0.8153,20.327
2026-04-27,metering.voice,Metering,voice,False,0,False,824.0,797.0,27.0,452.5,0.894,100.183
2026-04-28,metering.voice,Metering,voice,False,1,False,615.0,596.0,19.0,440.5,0.8486,72.919
2026-04-29,metering.voice,Metering,voice,False,2,False,543.0,532.0,11.0,426.3,0.9237,62.999
2026-04-30,metering.voice,Metering,voice,False,3,False,500.0,487.0,13.0,428.4,0.8847,57.949
2026-05-01,metering.voice,Metering,voice,False,4,False,489.0,476.0,13.0,431.9,0.8931,57.103
2026-05-02,metering.voice,Metering,voice,False,5,False,252.0,248.0,4.0,411.4,0.831,28.339
2026-05-03,metering.voice,Metering,voice,False,6,False,121.0,119.0,2.0,413.9,0.8674,13.681
2026-05-04,metering.voice,Metering,voice,False,0,True,0.0,0.0,0.0,427.4,0.8704,0.0
2026-05-05,metering.voice,Metering,voice,False,1,False,696.0,677.0,19.0,430.0,0.8559,80.858
2026-05-06,metering.voice,Metering,voice,False,2,False,544.0,533.0,11.0,426.0,0.8768,63.067
2026-05-07,metering.voice,Metering,voice,False,3,False,499.0,484.0,15.0,425.1,0.8371,57.156
2026-05-08,metering.voice,Metering,voice,False,4,False,481.0,470.0,11.0,419.4,0.8555,54.758
2026-05-09,metering.voice,Metering,voice,False,5,False,280.0,275.0,5.0,410.3,0.8439,31.346
2026-05-10,metering.voice,Metering,voice,False,6,False,128.0,125.0,3.0,408.0,0.8381,14.166
2026-05-11,metering.voice,Metering,voice,False,0,False,613.0,602.0,11.0,429.3,0.8361,71.782
2026-05-12,metering.voice,Metering,voice,False,1,False,530.0,518.0,12.0,422.1,0.8456,60.741
2026-05-13,metering.voice,Metering,voice,False,2,False,492.0,482.0,10.0,433.4,0.8535,58.021
2026-05-14,metering.voice,Metering,voice,False,3,False,500.0,488.0,12.0,432.5,0.8535,58.625
2026-05-15,metering.voice,Metering,voice,False,4,False,516.0,499.0,17.0,442.0,0.8477,61.263
2026-05-16,metering.voice,Metering,voice,False,5,False,275.0,268.0,7.0,410.1,0.8667,30.528
2026-05-17,metering.voice,Metering,voice,False,6,False,141.0,135.0,6.0,424.0,0.8969,15.9
2026-05-18,metering.voice,Metering,voice,False,0,False,765.0,734.0,31.0,443.8,0.9062,90.482
2026-05-19,metering.voice,Metering,voice,False,1,False,724.0,682.0,42.0,427.1,0.7614,80.921
2026-05-20,metering.voice,Metering,voice,False,2,False,529.0,520.0,9.0,419.3,0.8539,60.558
2026-05-21,metering.voice,Metering,voice,False,3,False,456.0,444.0,12.0,443.6,0.8132,54.715
2026-05-22,metering.voice,Metering,voice,False,4,False,522.0,514.0,8.0,425.7,0.8279,60.78
2026-05-23,metering.voice,Metering,voice,False,5,False,305.0,299.0,6.0,397.1,0.8519,32.981
2026-05-24,metering.voice,Metering,voice,False,6,False,129.0,126.0,3.0,411.5,0.8776,14.401
2026-05-25,metering.voice,Metering,voice,False,0,True,0.0,0.0,0.0,437.6,0.881,0.0
2026-05-26,metering.voice,Metering,voice,False,1,False,770.0,750.0,20.0,421.4,0.7893,87.8
2026-05-27,metering.voice,Metering,voice,False,2,False,601.0,592.0,9.0,429.1,0.8789,70.57
2026-05-28,metering.voice,Metering,voice,False,3,False,529.0,514.0,15.0,430.7,0.8261,61.497
2026-05-29,metering.voice,Metering,voice,False,4,False,569.0,560.0,9.0,425.8,0.8338,66.238
2026-05-30,metering.voice,Metering,voice,False,5,False,274.0,268.0,6.0,410.4,0.8348,30.549
2026-05-31,metering.voice,Metering,voice,False,6,False,142.0,137.0,5.0,397.2,0.813,15.115
2026-06-01,metering.voice,Metering,voice,False,0,False,687.0,666.0,21.0,449.5,0.8852,83.165
2026-06-02,metering.voice,Metering,voice,False,1,False,642.0,614.0,28.0,430.1,0.8034,73.36
2026-06-03,metering.voice,Metering,voice,False,2,False,497.0,487.0,10.0,418.1,0.8375,56.558
2026-06-04,metering.voice,Metering,voice,False,3,False,610.0,591.0,19.0,414.2,0.762,68.001
2026-06-05,metering.voice,Metering,voice,False,4,False,607.0,584.0,23.0,422.9,0.861,68.609
2026-06-06,metering.voice,Metering,voice,False,5,False,278.0,270.0,8.0,410.3,0.7897,30.775
2026-06-07,metering.voice,Metering,voice,False,6,False,121.0,119.0,2.0,405.7,0.863,13.411
2026-06-08,metering.voice,Metering,voice,False,0,False,626.0,608.0,18.0,444.4,0.8381,75.057
2026-06-09,metering.voice,Metering,voice,False,1,False,672.0,656.0,16.0,421.3,0.7569,76.767
2026-06-10,metering.voice,Metering,voice,False,2,False,632.0,609.0,23.0,430.7,0.8727,72.867
2026-06-11,metering.voice,Metering,voice,False,3,False,540.0,532.0,8.0,434.5,0.8923,64.213
2026-06-12,metering.voice,Metering,voice,False,4,False,513.0,502.0,11.0,441.7,0.9337,61.586
2026-06-13,metering.voice,Metering,voice,False,5,False,252.0,245.0,7.0,422.4,0.8585,28.746
2026-06-14,metering.voice,Metering,voice,False,6,False,149.0,144.0,5.0,400.5,0.8146,16.021
2026-06-15,metering.voice,Metering,voice,False,0,False,706.0,688.0,18.0,423.8,0.8061,80.999
2026-06-16,metering.voice,Metering,voice,False,1,False,591.0,581.0,10.0,432.3,0.7907,69.762
2026-06-17,metering.voice,Metering,voice,False,2,False,463.0,458.0,5.0,433.8,0.8324,55.187
2026-06-18,metering.voice,Metering,voice,False,3,False,533.0,522.0,11.0,420.6,0.818,60.983
2026-06-19,metering.voice,Metering,voice,False,4,False,472.0,455.0,17.0,410.1,0.9099,51.835
2026-06-20,metering.voice,Metering,voice,False,5,False,306.0,299.0,7.0,414.0,0.8787,34.383
2026-06-21,metering.voice,Metering,voice,False,6,False,153.0,148.0,5.0,419.8,0.8663,17.259
2026-06-22,metering.voice,Metering,voice,False,0,False,642.0,626.0,16.0,442.6,0.8586,76.971
2026-06-23,metering.voice,Metering,voice,False,1,False,525.0,517.0,8.0,428.0,0.8659,61.467
2026-06-24,metering.voice,Metering,voice,False,2,False,631.0,605.0,26.0,424.3,0.8693,71.303
2026-06-25,metering.voice,Metering,voice,False,3,False,549.0,540.0,9.0,437.7,0.8367,65.651
2026-06-26,metering.voice,Metering,voice,False,4,False,619.0,600.0,19.0,429.6,0.8148,71.596
2026-06-27,metering.voice,Metering,voice,False,5,False,258.0,255.0,3.0,404.2,0.8993,28.633
2026-06-28,metering.voice,Metering,voice,False,6,False,155.0,150.0,5.0,415.1,0.7553,17.295
2026-06-29,metering.voice,Metering,voice,False,0,False,623.0,608.0,15.0,452.0,0.8088,76.336
2026-06-30,metering.voice,Metering,voice,False,1,False,632.0,615.0,17.0,421.5,0.8107,72.001
2026-07-01,metering.voice,Metering,voice,False,2,False,510.0,491.0,19.0,429.0,0.85,58.505
2026-07-02,metering.voice,Metering,voice,False,3,False,562.0,549.0,13.0,431.9,0.8681,65.857
2026-07-03,metering.voice,Metering,voice,False,4,False,634.0,614.0,20.0,422.1,0.7713,71.983
2026-07-04,metering.voice,Metering,voice,False,5,False,302.0,294.0,8.0,401.1,0.826,32.76
2026-07-05,metering.voice,Metering,voice,False,6,False,135.0,135.0,0.0,415.0,0.8018,15.563
2026-07-06,metering.voice,Metering,voice,False,0,False,627.0,615.0,12.0,441.6,0.8946,75.446
2026-07-07,metering.voice,Metering,voice,False,1,False,659.0,643.0,16.0,443.3,0.7441,79.175
2026-07-08,metering.voice,Metering,voice,False,2,False,678.0,667.0,11.0,415.9,0.8722,77.053
2026-07-09,metering.voice,Metering,voice,False,3,False,735.0,706.0,29.0,425.2,0.7813,83.389
2026-07-10,metering.voice,Metering,voice,False,4,False,704.0,685.0,19.0,441.8,0.8138,84.07
2026-07-11,metering.voice,Metering,voice,False,5,False,321.0,315.0,6.0,408.8,0.8064,35.774
2026-07-12,metering.voice,Metering,voice,False,6,False,158.0,156.0,2.0,408.2,0.7895,17.69
2026-07-13,metering.voice,Metering,voice,False,0,False,739.0,721.0,18.0,438.4,0.7873,87.793
2026-07-14,metering.voice,Metering,voice,False,1,False,810.0,777.0,33.0,409.5,0.7356,88.385
2026-07-15,metering.voice,Metering,voice,False,2,False,709.0,684.0,25.0,413.9,0.8176,78.647
2026-07-16,metering.voice,Metering,voice,False,3,False,666.0,649.0,17.0,440.2,0.8156,79.353
2026-07-17,metering.voice,Metering,voice,False,4,False,685.0,662.0,23.0,427.7,0.7535,78.65
2026-07-18,metering.voice,Metering,voice,False,5,False,290.0,285.0,5.0,419.6,0.8161,33.215
2026-07-19,metering.voice,Metering,voice,False,6,False,164.0,158.0,6.0,401.6,0.8519,17.626
2026-07-20,metering.voice,Metering,voice,False,0,False,1250.0,1228.0,22.0,446.2,0.8457,152.199
2026-07-21,metering.voice,Metering,voice,False,1,False,1090.0,1069.0,21.0,430.5,0.8993,127.839
2026-07-22,metering.voice,Metering,voice,False,2,False,1076.0,1033.0,43.0,422.4,0.7929,121.195
2026-07-23,metering.voice,Metering,voice,False,3,False,831.0,809.0,22.0,437.5,0.8154,98.324
2026-07-24,metering.voice,Metering,voice,False,4,False,833.0,812.0,21.0,431.8,0.7663,97.388
2026-07-25,metering.voice,Metering,voice,False,5,False,396.0,387.0,9.0,430.7,0.8689,46.3
2026-07-26,metering.voice,Metering,voice,False,6,False,177.0,174.0,3.0,422.2,0.8566,20.405
2026-07-27,metering.voice,Metering,voice,False,0,False,918.0,890.0,28.0,430.3,0.7858,106.376
2026-07-28,metering.voice,Metering,voice,False,1,False,615.0,604.0,11.0,431.7,0.822,72.424
2026-07-29,metering.voice,Metering,voice,False,2,False,618.0,601.0,17.0,430.1,0.8623,71.796
2026-07-30,metering.voice,Metering,voice,False,3,False,620.0,602.0,18.0,411.2,0.818,68.759
2026-07-31,metering.voice,Metering,voice,False,4,False,580.0,572.0,8.0,432.3,0.8498,68.688
2026-08-01,metering.voice,Metering,voice,False,5,False,288.0,282.0,6.0,419.9,0.8599,32.893
2026-08-02,metering.voice,Metering,voice,False,6,False,148.0,143.0,5.0,400.7,0.8209,15.915
2026-08-03,metering.voice,Metering,voice,False,0,False,618.0,601.0,17.0,454.5,0.8763,75.869
2026-08-04,metering.voice,Metering,voice,False,1,False,618.0,604.0,14.0,431.6,0.8033,72.418
2026-08-05,metering.voice,Metering,voice,False,2,False,530.0,518.0,12.0,429.8,0.9501,61.844
2026-08-06,metering.voice,Metering,voice,False,3,False,512.0,497.0,15.0,431.8,0.8636,59.616
2026-08-07,metering.voice,Metering,voice,False,4,False,643.0,622.0,21.0,429.3,0.8596,74.176
2026-08-08,metering.voice,Metering,voice,False,5,False,247.0,242.0,5.0,406.6,0.786,27.332
2026-08-09,metering.voice,Metering,voice,False,6,False,157.0,149.0,8.0,416.1,0.7616,17.22
2026-08-10,metering.voice,Metering,voice,False,0,False,643.0,627.0,16.0,453.3,0.7936,78.952
2026-08-11,metering.voice,Metering,voice,False,1,False,726.0,691.0,35.0,412.2,0.8229,79.11
2026-08-12,metering.voice,Metering,voice,False,2,False,464.0,448.0,16.0,435.7,0.8805,54.226
2026-08-13,metering.voice,Metering,voice,False,3,False,540.0,532.0,8.0,424.3,0.8104,62.702
2026-08-14,metering.voice,Metering,voice,False,4,False,525.0,513.0,12.0,437.7,0.9245,62.378
2026-08-15,metering.voice,Metering,voice,False,5,False,331.0,319.0,12.0,412.3,0.7877,36.537
2026-08-16,metering.voice,Metering,voice,False,6,False,169.0,162.0,7.0,411.6,0.7709,18.521
2024-01-01,metering.email,Metering,email,False,0,True,0.0,0.0,0.0,492.4,0.8782,0.0
2024-01-02,metering.email,Metering,email,False,1,False,100.0,100.0,0.0,485.8,0.961,13.493
2024-01-03,metering.email,Metering,email,False,2,False,180.0,180.0,0.0,474.2,0.9306,23.71
2024-01-04,metering.email,Metering,email,False,3,False,186.0,186.0,0.0,491.3,0.8762,25.386
2024-01-05,metering.email,Metering,email,False,4,False,171.0,171.0,0.0,492.6,0.9276,23.398
2024-01-06,metering.email,Metering,email,False,5,False,100.0,100.0,0.0,470.1,0.872,13.058
2024-01-07,metering.email,Metering,email,False,6,False,44.0,44.0,0.0,460.2,0.8664,5.625
2024-01-08,metering.email,Metering,email,False,0,False,162.0,162.0,0.0,481.8,0.9051,21.679
2024-01-09,metering.email,Metering,email,False,1,False,174.0,174.0,0.0,475.9,0.9176,23.003
2024-01-10,metering.email,Metering,email,False,2,False,169.0,169.0,0.0,482.0,0.9413,22.626
2024-01-11,metering.email,Metering,email,False,3,False,145.0,145.0,0.0,477.7,0.9504,19.239
2024-01-12,metering.email,Metering,email,False,4,False,169.0,169.0,0.0,458.5,0.9138,21.524
2024-01-13,metering.email,Metering,email,False,5,False,67.0,67.0,0.0,450.2,0.9088,8.379
2024-01-14,metering.email,Metering,email,False,6,False,35.0,35.0,0.0,461.2,0.8897,4.484
2024-01-15,metering.email,Metering,email,False,0,False,199.0,199.0,0.0,509.5,0.8966,28.162
2024-01-16,metering.email,Metering,email,False,1,False,207.0,207.0,0.0,495.2,0.881,28.475
2024-01-17,metering.email,Metering,email,False,2,False,144.0,144.0,0.0,491.2,0.8864,19.649
2024-01-18,metering.email,Metering,email,False,3,False,203.0,203.0,0.0,478.2,0.8393,26.966
2024-01-19,metering.email,Metering,email,False,4,False,168.0,168.0,0.0,479.8,0.8769,22.391
2024-01-20,metering.email,Metering,email,False,5,False,164.0,164.0,0.0,470.6,0.8896,21.44
2024-01-21,metering.email,Metering,email,False,6,False,68.0,68.0,0.0,468.8,0.9538,8.854
2024-01-22,metering.email,Metering,email,False,0,False,387.0,387.0,0.0,493.0,0.847,52.996
2024-01-23,metering.email,Metering,email,False,1,False,307.0,307.0,0.0,483.5,0.8522,41.231
2024-01-24,metering.email,Metering,email,False,2,False,208.0,208.0,0.0,486.9,0.9219,28.131
2024-01-25,metering.email,Metering,email,False,3,False,210.0,210.0,0.0,483.7,0.8432,28.214
2024-01-26,metering.email,Metering,email,False,4,False,192.0,192.0,0.0,464.2,0.9075,24.756
2024-01-27,metering.email,Metering,email,False,5,False,103.0,103.0,0.0,462.2,0.9528,13.223
2024-01-28,metering.email,Metering,email,False,6,False,36.0,36.0,0.0,468.3,0.9079,4.683
2024-01-29,metering.email,Metering,email,False,0,False,180.0,180.0,0.0,484.5,0.9003,24.227
2024-01-30,metering.email,Metering,email,False,1,False,191.0,191.0,0.0,492.4,0.8798,26.125
2024-01-31,metering.email,Metering,email,False,2,False,154.0,154.0,0.0,469.3,0.8842,20.077
2024-02-01,metering.email,Metering,email,False,3,False,167.0,167.0,0.0,479.4,0.9217,22.238
2024-02-02,metering.email,Metering,email,False,4,False,182.0,182.0,0.0,470.4,0.9347,23.78
2024-02-03,metering.email,Metering,email,False,5,False,88.0,88.0,0.0,446.4,0.9338,10.912
2024-02-04,metering.email,Metering,email,False,6,False,41.0,41.0,0.0,471.7,0.9204,5.373
2024-02-05,metering.email,Metering,email,False,0,False,191.0,191.0,0.0,500.4,0.9344,26.547
2024-02-06,metering.email,Metering,email,False,1,False,163.0,163.0,0.0,481.9,0.9445,21.818
2024-02-07,metering.email,Metering,email,False,2,False,137.0,137.0,0.0,472.9,0.9667,17.995
2024-02-08,metering.email,Metering,email,False,3,False,193.0,193.0,0.0,474.1,0.8954,25.416
2024-02-09,metering.email,Metering,email,False,4,False,176.0,176.0,0.0,479.8,0.9184,23.456
