line_key,weekday,interval,interval_start,share
operations.voice,1,45,22:30,0.003778
operations.voice,1,46,23:00,0.00339
operations.voice,1,47,23:30,0.003197
operations.voice,2,0,00:00,0.003052
operations.voice,2,1,00:30,0.003052
operations.voice,2,2,01:00,0.003052
operations.voice,2,3,01:30,0.003052
operations.voice,2,4,02:00,0.003052
operations.voice,2,5,02:30,0.003052
operations.voice,2,6,03:00,0.003052
operations.voice,2,7,03:30,0.003053
operations.voice,2,8,04:00,0.003059
operations.voice,2,9,04:30,0.003117
operations.voice,2,10,05:00,0.003527
operations.voice,2,11,05:30,0.005407
operations.voice,2,12,06:00,0.010723
operations.voice,2,13,06:30,0.019483
operations.voice,2,14,07:00,0.027049
operations.voice,2,15,07:30,0.029809
operations.voice,2,16,08:00,0.031795
operations.voice,2,17,08:30,0.038459
operations.voice,2,18,09:00,0.048659
operations.voice,2,19,09:30,0.056904
operations.voice,2,20,10:00,0.058817
operations.voice,2,21,10:30,0.053632
operations.voice,2,22,11:00,0.043843
operations.voice,2,23,11:30,0.032361
operations.voice,2,24,12:00,0.020586
operations.voice,2,25,12:30,0.014073
operations.voice,2,26,13:00,0.021032
operations.voice,2,27,13:30,0.035737
operations.voice,2,28,14:00,0.046173
operations.voice,2,29,14:30,0.049588
operations.voice,2,30,15:00,0.047747
operations.voice,2,31,15:30,0.042428
operations.voice,2,32,16:00,0.035645
operations.voice,2,33,16:30,0.02935
operations.voice,2,34,17:00,0.024714
operations.voice,2,35,17:30,0.021862
operations.voice,2,36,18:00,0.020156
operations.voice,2,37,18:30,0.018734
operations.voice,2,38,19:00,0.016977
operations.voice,2,39,19:30,0.014704
operations.voice,2,40,20:00,0.012104
operations.voice,2,41,20:30,0.009536
operations.voice,2,42,21:00,0.00732
operations.voice,2,43,21:30,0.00563
operations.voice,2,44,22:00,0.00448
operations.voice,2,45,22:30,0.003778
operations.voice,2,46,23:00,0.00339
operations.voice,2,47,23:30,0.003197
operations.voice,3,0,00:00,0.003052
operations.voice,3,1,00:30,0.003052
operations.voice,3,2,01:00,0.003052
operations.voice,3,3,01:30,0.003052
operations.voice,3,4,02:00,0.003052
operations.voice,3,5,02:30,0.003052
operations.voice,3,6,03:00,0.003052
operations.voice,3,7,03:30,0.003053
operations.voice,3,8,04:00,0.003059
operations.voice,3,9,04:30,0.003117
operations.voice,3,10,05:00,0.003527
operations.voice,3,11,05:30,0.005407
operations.voice,3,12,06:00,0.010723
operations.voice,3,13,06:30,0.019483
operations.voice,3,14,07:00,0.027049
operations.voice,3,15,07:30,0.029809
operations.voice,3,16,08:00,0.031795
operations.voice,3,17,08:30,0.038459
operations.voice,3,18,09:00,0.048659
operations.voice,3,19,09:30,0.056904
operations.voice,3,20,10:00,0.058817
operations.voice,3,21,10:30,0.053632
operations.voice,3,22,11:00,0.043843
operations.voice,3,23,11:30,0.032361
operations.voice,3,24,12:00,0.020586
operations.voice,3,25,12:30,0.014073
operations.voice,3,26,13:00,0.021032
operations.voice,3,27,13:30,0.035737
operations.voice,3,28,14:00,0.046173
operations.voice,3,29,14:30,0.049588
operations.voice,3,30,15:00,0.047747
operations.voice,3,31,15:30,0.042428
operations.voice,3,32,16:00,0.035645
operations.voice,3,33,16:30,0.02935
operations.voice,3,34,17:00,0.024714
operations.voice,3,35,17:30,0.021862
operations.voice,3,36,18:00,0.020156
operations.voice,3,37,18:30,0.018734
operations.voice,3,38,19:00,0.016977
operations.voice,3,39,19:30,0.014704
operations.voice,3,40,20:00,0.012104
operations.voice,3,41,20:30,0.009536
operations.voice,3,42,21:00,0.00732
operations.voice,3,43,21:30,0.00563
operations.voice,3,44,22:00,0.00448
operations.voice,3,45,22:30,0.003778
operations.voice,3,46,23:00,0.00339
operations.voice,3,47,23:30,0.003197
operations.voice,4,0,00:00,0.003052
operations.voice,4,1,00:30,0.003052
operations.voice,4,2,01:00,0.003052
operations.voice,4,3,01:30,0.003052
operations.voice,4,4,02:00,0.003052
operations.voice,4,5,02:30,0.003052
operations.voice,4,6,03:00,0.003052
operations.voice,4,7,03:30,0.003053
operations.voice,4,8,04:00,0.003059
operations.voice,4,9,04:30,0.003117
operations.voice,4,10,05:00,0.003527
operations.voice,4,11,05:30,0.005407
operations.voice,4,12,06:00,0.010723
operations.voice,4,13,06:30,0.019483
operations.voice,4,14,07:00,0.027049
operations.voice,4,15,07:30,0.029809
operations.voice,4,16,08:00,0.031795
operations.voice,4,17,08:30,0.038459
operations.voice,4,18,09:00,0.048659
operations.voice,4,19,09:30,0.056904
operations.voice,4,20,10:00,0.058817
operations.voice,4,21,10:30,0.053632
operations.voice,4,22,11:00,0.043843
operations.voice,4,23,11:30,0.032361
operations.voice,4,24,12:00,0.020586
operations.voice,4,25,12:30,0.014073
operations.voice,4,26,13:00,0.021032
operations.voice,4,27,13:30,0.035737
operations.voice,4,28,14:00,0.046173
operations.voice,4,29,14:30,0.049588
operations.voice,4,30,15:00,0.047747
operations.voice,4,31,15:30,0.042428
operations.voice,4,32,16:00,0.035645
operations.voice,4,33,16:30,0.02935
operations.voice,4,34,17:00,0.024714
operations.voice,4,35,17:30,0.021862
operations.voice,4,36,18:00,0.020156
operations.voice,4,37,18:30,0.018734
operations.voice,4,38,19:00,0.016977
operations.voice,4,39,19:30,0.014704
operations.voice,4,40,20:00,0.012104
operations.voice,4,41,20:30,0.009536
operations.voice,4,42,21:00,0.00732
operations.voice,4,43,21:30,0.00563
operations.voice,4,44,22:00,0.00448
operations.voice,4,45,22:30,0.003778
operations.voice,4,46,23:00,0.00339
operations.voice,4,47,23:30,0.003197
operations.voice,5,0,00:00,0.003052
operations.voice,5,1,00:30,0.003052
operations.voice,5,2,01:00,0.003052
operations.voice,5,3,01:30,0.003052
operations.voice,5,4,02:00,0.003052
operations.voice,5,5,02:30,0.003052
operations.voice,5,6,03:00,0.003052
operations.voice,5,7,03:30,0.003053
operations.voice,5,8,04:00,0.003059
operations.voice,5,9,04:30,0.003117
operations.voice,5,10,05:00,0.003527
operations.voice,5,11,05:30,0.005407
operations.voice,5,12,06:00,0.010723
operations.voice,5,13,06:30,0.019483
operations.voice,5,14,07:00,0.027049
operations.voice,5,15,07:30,0.029809
operations.voice,5,16,08:00,0.031795
operations.voice,5,17,08:30,0.038459
operations.voice,5,18,09:00,0.048659
operations.voice,5,19,09:30,0.056904
operations.voice,5,20,10:00,0.058817
operations.voice,5,21,10:30,0.053632
operations.voice,5,22,11:00,0.043843
operations.voice,5,23,11:30,0.032361
operations.voice,5,24,12:00,0.020586
operations.voice,5,25,12:30,0.014073
operations.voice,5,26,13:00,0.021032
operations.voice,5,27,13:30,0.035737
operations.voice,5,28,14:00,0.046173
operations.voice,5,29,14:30,0.049588
operations.voice,5,30,15:00,0.047747
operations.voice,5,31,15:30,0.042428
operations.voice,5,32,16:00,0.035645
operations.voice,5,33,16:30,0.02935
operations.voice,5,34,17:00,0.024714
operations.voice,5,35,17:30,0.021862
operations.voice,5,36,18:00,0.020156
operations.voice,5,37,18:30,0.018734
operations.voice,5,38,19:00,0.016977
operations.voice,5,39,19:30,0.014704
operations.voice,5,40,20:00,0.012104
operations.voice,5,41,20:30,0.009536
operations.voice,5,42,21:00,0.00732
operations.voice,5,43,21:30,0.00563
operations.voice,5,44,22:00,0.00448
operations.voice,5,45,22:30,0.003778
operations.voice,5,46,23:00,0.00339
operations.voice,5,47,23:30,0.003197
operations.voice,6,0,00:00,0.003052
operations.voice,6,1,00:30,0.003052
operations.voice,6,2,01:00,0.003052
operations.voice,6,3,01:30,0.003052
operations.voice,6,4,02:00,0.003052
operations.voice,6,5,02:30,0.003052
operations.voice,6,6,03:00,0.003052
operations.voice,6,7,03:30,0.003053
operations.voice,6,8,04:00,0.003059
operations.voice,6,9,04:30,0.003117
operations.voice,6,10,05:00,0.003527
operations.voice,6,11,05:30,0.005407
operations.voice,6,12,06:00,0.010723
operations.voice,6,13,06:30,0.019483
operations.voice,6,14,07:00,0.027049
operations.voice,6,15,07:30,0.029809
operations.voice,6,16,08:00,0.031795
operations.voice,6,17,08:30,0.038459
operations.voice,6,18,09:00,0.048659
operations.voice,6,19,09:30,0.056904
operations.voice,6,20,10:00,0.058817
operations.voice,6,21,10:30,0.053632
operations.voice,6,22,11:00,0.043843
operations.voice,6,23,11:30,0.032361
operations.voice,6,24,12:00,0.020586
operations.voice,6,25,12:30,0.014073
operations.voice,6,26,13:00,0.021032
operations.voice,6,27,13:30,0.035737
operations.voice,6,28,14:00,0.046173
operations.voice,6,29,14:30,0.049588
operations.voice,6,30,15:00,0.047747
operations.voice,6,31,15:30,0.042428
operations.voice,6,32,16:00,0.035645
operations.voice,6,33,16:30,0.02935
operations.voice,6,34,17:00,0.024714
operations.voice,6,35,17:30,0.021862
operations.voice,6,36,18:00,0.020156
operations.voice,6,37,18:30,0.018734
operations.voice,6,38,19:00,0.016977
operations.voice,6,39,19:30,0.014704
operations.voice,6,40,20:00,0.012104
operations.voice,6,41,20:30,0.009536
operations.voice,6,42,21:00,0.00732
operations.voice,6,43,21:30,0.00563
operations.voice,6,44,22:00,0.00448
operations.voice,6,45,22:30,0.003778
operations.voice,6,46,23:00,0.00339
operations.voice,6,47,23:30,0.003197
operations.messaging,0,0,00:00,0.003052
operations.messaging,0,1,00:30,0.003052
operations.messaging,0,2,01:00,0.003052
operations.messaging,0,3,01:30,0.003052
operations.messaging,0,4,02:00,0.003052
operations.messaging,0,5,02:30,0.003052
operations.messaging,0,6,03:00,0.003052
operations.messaging,0,7,03:30,0.003053
operations.messaging,0,8,04:00,0.003059
operations.messaging,0,9,04:30,0.003117
operations.messaging,0,10,05:00,0.003527
operations.messaging,0,11,05:30,0.005407
operations.messaging,0,12,06:00,0.010723
operations.messaging,0,13,06:30,0.019483
operations.messaging,0,14,07:00,0.027049
operations.messaging,0,15,07:30,0.029809
operations.messaging,0,16,08:00,0.031795
operations.messaging,0,17,08:30,0.038459
operations.messaging,0,18,09:00,0.048659
operations.messaging,0,19,09:30,0.056904
operations.messaging,0,20,10:00,0.058817
operations.messaging,0,21,10:30,0.053632
operations.messaging,0,22,11:00,0.043843
operations.messaging,0,23,11:30,0.032361
operations.messaging,0,24,12:00,0.020586
operations.messaging,0,25,12:30,0.014073
operations.messaging,0,26,13:00,0.021032
operations.messaging,0,27,13:30,0.035737
operations.messaging,0,28,14:00,0.046173
operations.messaging,0,29,14:30,0.049588
operations.messaging,0,30,15:00,0.047747
operations.messaging,0,31,15:30,0.042428
operations.messaging,0,32,16:00,0.035645
operations.messaging,0,33,16:30,0.02935
operations.messaging,0,34,17:00,0.024714
operations.messaging,0,35,17:30,0.021862
operations.messaging,0,36,18:00,0.020156
operations.messaging,0,37,18:30,0.018734
operations.messaging,0,38,19:00,0.016977
operations.messaging,0,39,19:30,0.014704
operations.messaging,0,40,20:00,0.012104
operations.messaging,0,41,20:30,0.009536
operations.messaging,0,42,21:00,0.00732
operations.messaging,0,43,21:30,0.00563
operations.messaging,0,44,22:00,0.00448
operations.messaging,0,45,22:30,0.003778
operations.messaging,0,46,23:00,0.00339
operations.messaging,0,47,23:30,0.003197
operations.messaging,1,0,00:00,0.003052
operations.messaging,1,1,00:30,0.003052
operations.messaging,1,2,01:00,0.003052
operations.messaging,1,3,01:30,0.003052
operations.messaging,1,4,02:00,0.003052
operations.messaging,1,5,02:30,0.003052
operations.messaging,1,6,03:00,0.003052
operations.messaging,1,7,03:30,0.003053
operations.messaging,1,8,04:00,0.003059
operations.messaging,1,9,04:30,0.003117
operations.messaging,1,10,05:00,0.003527
operations.messaging,1,11,05:30,0.005407
operations.messaging,1,12,06:00,0.010723
operations.messaging,1,13,06:30,0.019483
operations.messaging,1,14,07:00,0.027049
operations.messaging,1,15,07:30,0.029809
operations.messaging,1,16,08:00,0.031795
operations.messaging,1,17,08:30,0.038459
operations.messaging,1,18,09:00,0.048659
operations.messaging,1,19,09:30,0.056904
operations.messaging,1,20,10:00,0.058817
operations.messaging,1,21,10:30,0.053632
operations.messaging,1,22,11:00,0.043843
operations.messaging,1,23,11:30,0.032361
operations.messaging,1,24,12:00,0.020586
operations.messaging,1,25,12:30,0.014073
operations.messaging,1,26,13:00,0.021032
operations.messaging,1,27,13:30,0.035737
operations.messaging,1,28,14:00,0.046173
operations.messaging,1,29,14:30,0.049588
operations.messaging,1,30,15:00,0.047747
operations.messaging,1,31,15:30,0.042428
operations.messaging,1,32,16:00,0.035645
operations.messaging,1,33,16:30,0.02935
operations.messaging,1,34,17:00,0.024714
operations.messaging,1,35,17:30,0.021862
operations.messaging,1,36,18:00,0.020156
operations.messaging,1,37,18:30,0.018734
operations.messaging,1,38,19:00,0.016977
operations.messaging,1,39,19:30,0.014704
operations.messaging,1,40,20:00,0.012104
operations.messaging,1,41,20:30,0.009536
operations.messaging,1,42,21:00,0.00732
operations.messaging,1,43,21:30,0.00563
operations.messaging,1,44,22:00,0.00448
operations.messaging,1,45,22:30,0.003778
operations.messaging,1,46,23:00,0.00339
operations.messaging,1,47,23:30,0.003197
operations.messaging,2,0,00:00,0.003052
operations.messaging,2,1,00:30,0.003052
operations.messaging,2,2,01:00,0.003052
operations.messaging,2,3,01:30,0.003052
operations.messaging,2,4,02:00,0.003052
operations.messaging,2,5,02:30,0.003052
operations.messaging,2,6,03:00,0.003052
operations.messaging,2,7,03:30,0.003053
operations.messaging,2,8,04:00,0.003059
operations.messaging,2,9,04:30,0.003117
operations.messaging,2,10,05:00,0.003527
operations.messaging,2,11,05:30,0.005407
operations.messaging,2,12,06:00,0.010723
operations.messaging,2,13,06:30,0.019483
operations.messaging,2,14,07:00,0.027049
operations.messaging,2,15,07:30,0.029809
operations.messaging,2,16,08:00,0.031795
operations.messaging,2,17,08:30,0.038459
operations.messaging,2,18,09:00,0.048659
operations.messaging,2,19,09:30,0.056904
operations.messaging,2,20,10:00,0.058817
operations.messaging,2,21,10:30,0.053632
operations.messaging,2,22,11:00,0.043843
operations.messaging,2,23,11:30,0.032361
operations.messaging,2,24,12:00,0.020586
operations.messaging,2,25,12:30,0.014073
operations.messaging,2,26,13:00,0.021032
operations.messaging,2,27,13:30,0.035737
operations.messaging,2,28,14:00,0.046173
operations.messaging,2,29,14:30,0.049588
operations.messaging,2,30,15:00,0.047747
operations.messaging,2,31,15:30,0.042428
operations.messaging,2,32,16:00,0.035645
operations.messaging,2,33,16:30,0.02935
operations.messaging,2,34,17:00,0.024714
operations.messaging,2,35,17:30,0.021862
operations.messaging,2,36,18:00,0.020156
operations.messaging,2,37,18:30,0.018734
operations.messaging,2,38,19:00,0.016977
operations.messaging,2,39,19:30,0.014704
operations.messaging,2,40,20:00,0.012104
operations.messaging,2,41,20:30,0.009536
operations.messaging,2,42,21:00,0.00732
operations.messaging,2,43,21:30,0.00563
operations.messaging,2,44,22:00,0.00448
operations.messaging,2,45,22:30,0.003778
operations.messaging,2,46,23:00,0.00339
operations.messaging,2,47,23:30,0.003197
operations.messaging,3,0,00:00,0.003052
operations.messaging,3,1,00:30,0.003052
operations.messaging,3,2,01:00,0.003052
operations.messaging,3,3,01:30,0.003052
operations.messaging,3,4,02:00,0.003052
operations.messaging,3,5,02:30,0.003052
operations.messaging,3,6,03:00,0.003052
operations.messaging,3,7,03:30,0.003053
operations.messaging,3,8,04:00,0.003059
operations.messaging,3,9,04:30,0.003117
operations.messaging,3,10,05:00,0.003527
operations.messaging,3,11,05:30,0.005407
operations.messaging,3,12,06:00,0.010723
operations.messaging,3,13,06:30,0.019483
operations.messaging,3,14,07:00,0.027049
operations.messaging,3,15,07:30,0.029809
operations.messaging,3,16,08:00,0.031795
operations.messaging,3,17,08:30,0.038459
operations.messaging,3,18,09:00,0.048659
operations.messaging,3,19,09:30,0.056904
operations.messaging,3,20,10:00,0.058817
operations.messaging,3,21,10:30,0.053632
operations.messaging,3,22,11:00,0.043843
operations.messaging,3,23,11:30,0.032361
operations.messaging,3,24,12:00,0.020586
operations.messaging,3,25,12:30,0.014073
operations.messaging,3,26,13:00,0.021032
operations.messaging,3,27,13:30,0.035737
operations.messaging,3,28,14:00,0.046173
operations.messaging,3,29,14:30,0.049588
operations.messaging,3,30,15:00,0.047747
operations.messaging,3,31,15:30,0.042428
operations.messaging,3,32,16:00,0.035645
operations.messaging,3,33,16:30,0.02935
operations.messaging,3,34,17:00,0.024714
operations.messaging,3,35,17:30,0.021862
operations.messaging,3,36,18:00,0.020156
operations.messaging,3,37,18:30,0.018734
operations.messaging,3,38,19:00,0.016977
operations.messaging,3,39,19:30,0.014704
operations.messaging,3,40,20:00,0.012104
operations.messaging,3,41,20:30,0.009536
operations.messaging,3,42,21:00,0.00732
operations.messaging,3,43,21:30,0.00563
operations.messaging,3,44,22:00,0.00448
operations.messaging,3,45,22:30,0.003778
operations.messaging,3,46,23:00,0.00339
operations.messaging,3,47,23:30,0.003197
operations.messaging,4,0,00:00,0.003052
operations.messaging,4,1,00:30,0.003052
operations.messaging,4,2,01:00,0.003052
operations.messaging,4,3,01:30,0.003052
operations.messaging,4,4,02:00,0.003052
operations.messaging,4,5,02:30,0.003052
operations.messaging,4,6,03:00,0.003052
operations.messaging,4,7,03:30,0.003053
operations.messaging,4,8,04:00,0.003059
operations.messaging,4,9,04:30,0.003117
operations.messaging,4,10,05:00,0.003527
operations.messaging,4,11,05:30,0.005407
operations.messaging,4,12,06:00,0.010723
operations.messaging,4,13,06:30,0.019483
operations.messaging,4,14,07:00,0.027049
operations.messaging,4,15,07:30,0.029809
operations.messaging,4,16,08:00,0.031795
operations.messaging,4,17,08:30,0.038459
operations.messaging,4,18,09:00,0.048659
operations.messaging,4,19,09:30,0.056904
operations.messaging,4,20,10:00,0.058817
operations.messaging,4,21,10:30,0.053632
operations.messaging,4,22,11:00,0.043843
operations.messaging,4,23,11:30,0.032361
operations.messaging,4,24,12:00,0.020586
operations.messaging,4,25,12:30,0.014073
operations.messaging,4,26,13:00,0.021032
operations.messaging,4,27,13:30,0.035737
operations.messaging,4,28,14:00,0.046173
operations.messaging,4,29,14:30,0.049588
operations.messaging,4,30,15:00,0.047747
operations.messaging,4,31,15:30,0.042428
operations.messaging,4,32,16:00,0.035645
operations.messaging,4,33,16:30,0.02935
operations.messaging,4,34,17:00,0.024714
operations.messaging,4,35,17:30,0.021862
operations.messaging,4,36,18:00,0.020156
operations.messaging,4,37,18:30,0.018734
operations.messaging,4,38,19:00,0.016977
operations.messaging,4,39,19:30,0.014704
operations.messaging,4,40,20:00,0.012104
operations.messaging,4,41,20:30,0.009536
operations.messaging,4,42,21:00,0.00732
operations.messaging,4,43,21:30,0.00563
operations.messaging,4,44,22:00,0.00448
operations.messaging,4,45,22:30,0.003778
operations.messaging,4,46,23:00,0.00339
operations.messaging,4,47,23:30,0.003197
operations.messaging,5,0,00:00,0.003052
operations.messaging,5,1,00:30,0.003052
operations.messaging,5,2,01:00,0.003052
operations.messaging,5,3,01:30,0.003052
operations.messaging,5,4,02:00,0.003052
operations.messaging,5,5,02:30,0.003052
operations.messaging,5,6,03:00,0.003052
operations.messaging,5,7,03:30,0.003053
operations.messaging,5,8,04:00,0.003059
operations.messaging,5,9,04:30,0.003117
operations.messaging,5,10,05:00,0.003527
operations.messaging,5,11,05:30,0.005407
operations.messaging,5,12,06:00,0.010723
operations.messaging,5,13,06:30,0.019483
operations.messaging,5,14,07:00,0.027049
operations.messaging,5,15,07:30,0.029809
operations.messaging,5,16,08:00,0.031795
operations.messaging,5,17,08:30,0.038459
operations.messaging,5,18,09:00,0.048659
operations.messaging,5,19,09:30,0.056904
operations.messaging,5,20,10:00,0.058817
operations.messaging,5,21,10:30,0.053632
operations.messaging,5,22,11:00,0.043843
operations.messaging,5,23,11:30,0.032361
operations.messaging,5,24,12:00,0.020586
operations.messaging,5,25,12:30,0.014073
operations.messaging,5,26,13:00,0.021032
operations.messaging,5,27,13:30,0.035737
operations.messaging,5,28,14:00,0.046173
operations.messaging,5,29,14:30,0.049588
operations.messaging,5,30,15:00,0.047747
operations.messaging,5,31,15:30,0.042428
operations.messaging,5,32,16:00,0.035645
operations.messaging,5,33,16:30,0.02935
operations.messaging,5,34,17:00,0.024714
operations.messaging,5,35,17:30,0.021862
operations.messaging,5,36,18:00,0.020156
operations.messaging,5,37,18:30,0.018734
operations.messaging,5,38,19:00,0.016977
operations.messaging,5,39,19:30,0.014704
operations.messaging,5,40,20:00,0.012104
operations.messaging,5,41,20:30,0.009536
operations.messaging,5,42,21:00,0.00732
operations.messaging,5,43,21:30,0.00563
operations.messaging,5,44,22:00,0.00448
operations.messaging,5,45,22:30,0.003778
operations.messaging,5,46,23:00,0.00339
operations.messaging,5,47,23:30,0.003197
operations.messaging,6,0,00:00,0.003052
operations.messaging,6,1,00:30,0.003052
operations.messaging,6,2,01:00,0.003052
operations.messaging,6,3,01:30,0.003052
operations.messaging,6,4,02:00,0.003052
operations.messaging,6,5,02:30,0.003052
operations.messaging,6,6,03:00,0.003052
operations.messaging,6,7,03:30,0.003053
operations.messaging,6,8,04:00,0.003059
operations.messaging,6,9,04:30,0.003117
operations.messaging,6,10,05:00,0.003527
operations.messaging,6,11,05:30,0.005407
operations.messaging,6,12,06:00,0.010723
operations.messaging,6,13,06:30,0.019483
operations.messaging,6,14,07:00,0.027049
operations.messaging,6,15,07:30,0.029809
operations.messaging,6,16,08:00,0.031795
operations.messaging,6,17,08:30,0.038459
operations.messaging,6,18,09:00,0.048659
operations.messaging,6,19,09:30,0.056904
operations.messaging,6,20,10:00,0.058817
operations.messaging,6,21,10:30,0.053632
operations.messaging,6,22,11:00,0.043843
operations.messaging,6,23,11:30,0.032361
operations.messaging,6,24,12:00,0.020586
operations.messaging,6,25,12:30,0.014073
operations.messaging,6,26,13:00,0.021032
operations.messaging,6,27,13:30,0.035737
operations.messaging,6,28,14:00,0.046173
operations.messaging,6,29,14:30,0.049588
operations.messaging,6,30,15:00,0.047747
operations.messaging,6,31,15:30,0.042428
operations.messaging,6,32,16:00,0.035645
operations.messaging,6,33,16:30,0.02935
operations.messaging,6,34,17:00,0.024714
operations.messaging,6,35,17:30,0.021862
operations.messaging,6,36,18:00,0.020156
operations.messaging,6,37,18:30,0.018734
operations.messaging,6,38,19:00,0.016977
operations.messaging,6,39,19:30,0.014704
operations.messaging,6,40,20:00,0.012104
operations.messaging,6,41,20:30,0.009536
operations.messaging,6,42,21:00,0.00732
operations.messaging,6,43,21:30,0.00563
operations.messaging,6,44,22:00,0.00448
operations.messaging,6,45,22:30,0.003778
operations.messaging,6,46,23:00,0.00339
operations.messaging,6,47,23:30,0.003197
quality.voice,0,0,00:00,0.003052
quality.voice,0,1,00:30,0.003052
quality.voice,0,2,01:00,0.003052
quality.voice,0,3,01:30,0.003052
quality.voice,0,4,02:00,0.003052
quality.voice,0,5,02:30,0.003052
quality.voice,0,6,03:00,0.003052
quality.voice,0,7,03:30,0.003053
quality.voice,0,8,04:00,0.003059
quality.voice,0,9,04:30,0.003117
quality.voice,0,10,05:00,0.003527
quality.voice,0,11,05:30,0.005407
quality.voice,0,12,06:00,0.010723
quality.voice,0,13,06:30,0.019483
quality.voice,0,14,07:00,0.027049
quality.voice,0,15,07:30,0.029809
quality.voice,0,16,08:00,0.031795
quality.voice,0,17,08:30,0.038459
quality.voice,0,18,09:00,0.048659
quality.voice,0,19,09:30,0.056904
quality.voice,0,20,10:00,0.058817
quality.voice,0,21,10:30,0.053632
quality.voice,0,22,11:00,0.043843
quality.voice,0,23,11:30,0.032361
quality.voice,0,24,12:00,0.020586
quality.voice,0,25,12:30,0.014073
quality.voice,0,26,13:00,0.021032
quality.voice,0,27,13:30,0.035737
quality.voice,0,28,14:00,0.046173
quality.voice,0,29,14:30,0.049588
quality.voice,0,30,15:00,0.047747
quality.voice,0,31,15:30,0.042428
quality.voice,0,32,16:00,0.035645
quality.voice,0,33,16:30,0.02935
quality.voice,0,34,17:00,0.024714
quality.voice,0,35,17:30,0.021862
quality.voice,0,36,18:00,0.020156
quality.voice,0,37,18:30,0.018734
quality.voice,0,38,19:00,0.016977
quality.voice,0,39,19:30,0.014704
quality.voice,0,40,20:00,0.012104
quality.voice,0,41,20:30,0.009536
quality.voice,0,42,21:00,0.00732
quality.voice,0,43,21:30,0.00563
quality.voice,0,44,22:00,0.00448
quality.voice,0,45,22:30,0.003778
quality.voice,0,46,23:00,0.00339
quality.voice,0,47,23:30,0.003197
quality.voice,1,0,00:00,0.003052
quality.voice,1,1,00:30,0.003052
quality.voice,1,2,01:00,0.003052
quality.voice,1,3,01:30,0.003052
quality.voice,1,4,02:00,0.003052
quality.voice,1,5,02:30,0.003052
quality.voice,1,6,03:00,0.003052
quality.voice,1,7,03:30,0.003053
quality.voice,1,8,04:00,0.003059
quality.voice,1,9,04:30,0.003117
quality.voice,1,10,05:00,0.003527
quality.voice,1,11,05:30,0.005407
quality.voice,1,12,06:00,0.010723
quality.voice,1,13,06:30,0.019483
quality.voice,1,14,07:00,0.027049
quality.voice,1,15,07:30,0.029809
quality.voice,1,16,08:00,0.031795
quality.voice,1,17,08:30,0.038459
quality.voice,1,18,09:00,0.048659
quality.voice,1,19,09:30,0.056904
quality.voice,1,20,10:00,0.058817
quality.voice,1,21,10:30,0.053632
quality.voice,1,22,11:00,0.043843
quality.voice,1,23,11:30,0.032361
quality.voice,1,24,12:00,0.020586
quality.voice,1,25,12:30,0.014073
quality.voice,1,26,13:00,0.021032
quality.voice,1,27,13:30,0.035737
quality.voice,1,28,14:00,0.046173
quality.voice,1,29,14:30,0.049588
quality.voice,1,30,15:00,0.047747
quality.voice,1,31,15:30,0.042428
quality.voice,1,32,16:00,0.035645
quality.voice,1,33,16:30,0.02935
quality.voice,1,34,17:00,0.024714
quality.voice,1,35,17:30,0.021862
quality.voice,1,36,18:00,0.020156
quality.voice,1,37,18:30,0.018734
quality.voice,1,38,19:00,0.016977
quality.voice,1,39,19:30,0.014704
quality.voice,1,40,20:00,0.012104
quality.voice,1,41,20:30,0.009536
quality.voice,1,42,21:00,0.00732
quality.voice,1,43,21:30,0.00563
quality.voice,1,44,22:00,0.00448
quality.voice,1,45,22:30,0.003778
quality.voice,1,46,23:00,0.00339
quality.voice,1,47,23:30,0.003197
quality.voice,2,0,00:00,0.003052
quality.voice,2,1,00:30,0.003052
quality.voice,2,2,01:00,0.003052
quality.voice,2,3,01:30,0.003052
quality.voice,2,4,02:00,0.003052
quality.voice,2,5,02:30,0.003052
quality.voice,2,6,03:00,0.003052
quality.voice,2,7,03:30,0.003053
quality.voice,2,8,04:00,0.003059
quality.voice,2,9,04:30,0.003117
quality.voice,2,10,05:00,0.003527
quality.voice,2,11,05:30,0.005407
quality.voice,2,12,06:00,0.010723
quality.voice,2,13,06:30,0.019483
quality.voice,2,14,07:00,0.027049
quality.voice,2,15,07:30,0.029809
quality.voice,2,16,08:00,0.031795
quality.voice,2,17,08:30,0.038459
quality.voice,2,18,09:00,0.048659
quality.voice,2,19,09:30,0.056904
quality.voice,2,20,10:00,0.058817
quality.voice,2,21,10:30,0.053632
quality.voice,2,22,11:00,0.043843
quality.voice,2,23,11:30,0.032361
quality.voice,2,24,12:00,0.020586
quality.voice,2,25,12:30,0.014073
quality.voice,2,26,13:00,0.021032
quality.voice,2,27,13:30,0.035737
quality.voice,2,28,14:00,0.046173
quality.voice,2,29,14:30,0.049588
quality.voice,2,30,15:00,0.047747
quality.voice,2,31,15:30,0.042428
quality.voice,2,32,16:00,0.035645
quality.voice,2,33,16:30,0.02935
quality.voice,2,34,17:00,0.024714
quality.voice,2,35,17:30,0.021862
quality.voice,2,36,18:00,0.020156
quality.voice,2,37,18:30,0.018734
quality.voice,2,38,19:00,0.016977
quality.voice,2,39,19:30,0.014704
quality.voice,2,40,20:00,0.012104
quality.voice,2,41,20:30,0.009536
quality.voice,2,42,21:00,0.00732
